id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_505,"Men's Fedora Hat","Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",https://greatify.live/wp-content/uploads/2022/03/men-wearing-fedora-hat.jpg,https://greatify.live/san-pham/152/,"Nam, Phụ kiện","Greatify",50VND,in stock,wc_post_id_505,https://greatify.live/gio-hang/?add-to-cart=505,"https://greatify.live/wp-content/uploads/2022/03/men-wearing-fedora-hat-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50VND,new,published,,
wc_post_id_506,"Stylish Summer"," Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur.",https://greatify.live/wp-content/uploads/2022/03/model-wear-casual-summer-t-shirt.jpg,https://greatify.live/san-pham/stylish-summer/,"Nữ","Greatify",20VND,in stock,wc_post_id_506,https://greatify.live/gio-hang/?add-to-cart=506,"https://greatify.live/wp-content/uploads/2022/03/model-wear-casual-summer-t-shirt-3.jpg,https://greatify.live/wp-content/uploads/2022/03/model-wear-casual-summer-t-shirt-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20VND,new,published,,
wc_post_id_507,"Retro Frizzy Wig","Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam.",https://greatify.live/wp-content/uploads/2022/03/woman-wearing-retro-frizzy-wig.jpg,https://greatify.live/san-pham/retro-frizzy-wig/,"Nữ, Phụ kiện","Greatify",15VND,in stock,wc_post_id_507,https://greatify.live/gio-hang/?add-to-cart=507,"https://greatify.live/wp-content/uploads/2022/03/woman-wearing-retro-frizzy-wig-3.jpg,https://greatify.live/wp-content/uploads/2022/03/woman-wearing-retro-frizzy-wig-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15VND,new,published,,
wc_post_id_508,"Stylish Beige Blazer","Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur.",https://greatify.live/wp-content/uploads/2022/03/men-with-blazer.jpg,https://greatify.live/san-pham/stylish-beige-blazer/,"Nam","Greatify",150VND,in stock,wc_post_id_508,https://greatify.live/gio-hang/?add-to-cart=508,"https://greatify.live/wp-content/uploads/2022/03/men-with-blazer-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,150VND,new,published,,
wc_post_id_509,"Girl Outfit","Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur.",https://greatify.live/wp-content/uploads/2022/03/girl-wearing-blue-outfit.jpg,https://greatify.live/san-pham/girl-outfit/,"Trẻ em","Greatify",25VND,in stock,wc_post_id_509,https://greatify.live/gio-hang/?add-to-cart=509,"https://greatify.live/wp-content/uploads/2022/03/girl-wearing-blue-outfit-3.jpg,https://greatify.live/wp-content/uploads/2022/03/girl-wearing-blue-outfit-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25VND,new,published,,
wc_post_id_510,"Brown Bag","Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur.",https://greatify.live/wp-content/uploads/2022/03/stylish-woman-golding-brown-bag.jpg,https://greatify.live/san-pham/brown-bag/,"Nữ, Phụ kiện","Greatify",75VND,in stock,wc_post_id_510,https://greatify.live/gio-hang/?add-to-cart=510,"https://greatify.live/wp-content/uploads/2022/03/stylish-woman-golding-brown-bag-2-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,75VND,new,published,,
wc_post_id_511,"Boy Outfit","Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",https://greatify.live/wp-content/uploads/2022/03/stylish-kids-outfit.jpg,https://greatify.live/san-pham/boy-outfit/,"Trẻ em","Greatify",35VND,in stock,wc_post_id_511,https://greatify.live/gio-hang/?add-to-cart=511,"https://greatify.live/wp-content/uploads/2022/03/stylish-kids-outfit-2.jpg,https://greatify.live/wp-content/uploads/2022/03/stylish-kids-outfit-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,35VND,new,published,,
wc_post_id_512,"Black Hoodie","Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",https://greatify.live/wp-content/uploads/2022/03/man-wear-black-hoodie.jpg,https://greatify.live/san-pham/black-hoodie/,"Nam","Greatify",23VND,in stock,wc_post_id_512,https://greatify.live/gio-hang/?add-to-cart=512,"https://greatify.live/wp-content/uploads/2022/03/man-wear-black-hoodie-2.jpg,https://greatify.live/wp-content/uploads/2022/03/man-wear-black-hoodie-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,23VND,new,published,,
wc_post_id_513,"Kids Blazer","Molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae.Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",https://greatify.live/wp-content/uploads/2022/03/kids-wearing-blazer.jpg,https://greatify.live/san-pham/kids-blazer/,"Trẻ em","Greatify",60VND,in stock,wc_post_id_513,https://greatify.live/gio-hang/?add-to-cart=513,"https://greatify.live/wp-content/uploads/2022/03/kids-wearing-blazer-3.jpg,https://greatify.live/wp-content/uploads/2022/03/kids-wearing-blazer-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,60VND,new,published,,
wc_post_id_514,"Woman Casual Dress","Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit.",https://greatify.live/wp-content/uploads/2022/03/woman-wearing-casual-dress-1.jpg,https://greatify.live/san-pham/woman-casual-dress/,"Nữ","Greatify",18VND,in stock,wc_post_id_514,https://greatify.live/gio-hang/?add-to-cart=514,"https://greatify.live/wp-content/uploads/2022/03/woman-wearing-casual-dress-3-1.jpg,https://greatify.live/wp-content/uploads/2022/03/woman-wearing-casual-dress-2-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18VND,new,published,,
wc_post_id_515,"Casual Blue T-Shirt","Deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum. Excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum.",https://greatify.live/wp-content/uploads/2022/03/women-wear-blue-shirt.jpg,https://greatify.live/san-pham/casual-blue-t-shirt/,"Nữ","Greatify",11VND,in stock,wc_post_id_515,https://greatify.live/gio-hang/?add-to-cart=515,"https://greatify.live/wp-content/uploads/2022/03/women-wear-blue-shirt-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,11VND,new,published,,
wc_post_id_516,"Girl Stripe Sweater","Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur.",https://greatify.live/wp-content/uploads/2022/03/smgirl-wearing-stripe-sweater.jpg,https://greatify.live/san-pham/girl-stripe-sweater/,"Trẻ em","Greatify",10VND,in stock,wc_post_id_516,https://greatify.live/gio-hang/?add-to-cart=516,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,10VND,new,published,,
wc_post_id_517,"Nón Thu Chùy","Mũ Greatify thêu chữ thời trang, phong cách Nón Thu Chùy cao cấp. 
 
*THÔNG TIN SẢN PHẨM Nón Thu Chùy: 
 
- Chất liệu vải : Mũ được dệt từ vải kaki cao cấp. 
 
- Size : 54 – 58 cm. 
 
- Màu sắc : Đen, Trắng, Xanh Coban, Xám be. 
 
- Khóa phía sau: Được làm bằng inox chống gỉ. 
 
- Phù hợp cho Nam và Nữ. 
 
*ĐẶC ĐIỂM NỔI BẬT của Nón Thu Chùy: 
 
- Vải được nhuộm màu theo công nghệ cao giúp cho hạn chế bị phai màu khi giặt giũ hay thường xuyên đi ra ngoài trời. 
 
- Thiết kế thời trang, phong cách năng động, cá tính. 
 
- Hạn chế gây ra mồ hôi ở đầu, không gây kích ứng da đầu. 
 
- Dễ dàng điều chỉnh Size bằng khóa sau mũ lưỡi trai. 
 
- Mũ lưỡi trai rất hợp cạ với những trang phục thiên về sự năng động, thoải mái và trẻ trung. 
 
*Cách bảo quản Nón Thu Chùy: 
 
- Bảo quản mũ nơi khô ráo, thoáng mát. 
 
*Cách giặt Mũ của Greatify đúng cách: 
 
- Chúng ta phải luôn giặt mũ lưỡi trai bằng tay hoặc bản chải đánh răng, tuyệt đối không dùng bàn chải. Vì dùng bàn chải dễ khiến làm sờn vải và xước da, nếu có những vết bẩn cứng đầu chúng ta chỉ được dùng bàn chải đánh răng mềm chà lên. 
 
- Không bao giờ đặt chiếc Mũ lưỡi trai của bạn trong máy giặt, máy sấy quần áo vì điều này sẽ làm biến dạng hình dáng ban đầu của chiếc mũ. 
 
Greatify CAM KẾT: 
 
- Sản phẩm nón Thu Chùy thời trang 100% giống mô tả. 
 
- Đảm bảo vải chất lượng 100% Mũ được kiểm tra kĩ càng, cẩn thận và tư vấn nhiệt tình trước khi gói hàng giao cho Quý Khách. 
 
- Hàng có sẵn, giao hàng ngay khi nhận được đơn. 
 
- Hoàn tiền nếu sản phẩm không giống với mô tả. 
 
- Chấp nhận đổi hàng khi size không vừa. 
 
- Giao hàng trên toàn quốc, nhận hàng trả tiền.",https://greatify.live/wp-content/uploads/2016/09/Huy1.jpg,https://greatify.live/san-pham/non-thu-chuy/,"Phụ kiện","Greatify",200000VND,in stock,wc_post_id_517,https://greatify.live/gio-hang/?add-to-cart=517,"https://greatify.live/wp-content/uploads/2016/09/Huy2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,200000VND,new,published,,
wc_post_id_518,"iPad Mini 32GB","Vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum.",https://greatify.live/wp-content/uploads/2022/03/ipad-mini.jpg,https://greatify.live/san-pham/ipad-mini-32gb/,"Công nghệ","Greatify",269VND,in stock,wc_post_id_518,https://greatify.live/gio-hang/?add-to-cart=518,"https://greatify.live/wp-content/uploads/2022/03/ipad-mini-3.jpg,https://greatify.live/wp-content/uploads/2022/03/ipad-mini-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,269VND,new,published,,
wc_post_id_519,"iPhone 6s 32GB","Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit.",https://greatify.live/wp-content/uploads/2022/03/iPhone-6.jpg,https://greatify.live/san-pham/iphone-6s-32gb/,"Công nghệ","Greatify",549VND,in stock,wc_post_id_519,https://greatify.live/gio-hang/?add-to-cart=519,"https://greatify.live/wp-content/uploads/2022/03/iPhone-6-3.jpg,https://greatify.live/wp-content/uploads/2022/03/iphone-6-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,549VND,new,published,,
wc_post_id_520,"Lenovo Yoga","Molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae.Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",https://greatify.live/wp-content/uploads/2022/03/lenovo-yoga.jpg,https://greatify.live/san-pham/lenovo-yoga/,"Công nghệ","Greatify",1199VND,in stock,wc_post_id_520,https://greatify.live/gio-hang/?add-to-cart=520,"https://greatify.live/wp-content/uploads/2022/03/lenovo-yoga-3.jpg,https://greatify.live/wp-content/uploads/2022/03/lenovo-yoga-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1199VND,new,published,,
wc_post_id_521,"Samsung S7","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,https://greatify.live/san-pham/samsung-s7/,"Công nghệ","Greatify",795VND,in stock,wc_post_id_521,https://greatify.live/gio-hang/?add-to-cart=521,"https://greatify.live/wp-content/uploads/2022/03/samsung-s7-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,795VND,new,published,,
wc_post_id_522,"Samsung Curved TV","Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",https://greatify.live/wp-content/uploads/2022/03/samsung-curved-tv.jpg,https://greatify.live/san-pham/samsung-curved-tv/,"Công nghệ","Greatify",697VND,in stock,wc_post_id_522,https://greatify.live/gio-hang/?add-to-cart=522,"https://greatify.live/wp-content/uploads/2022/03/samsung-curved-tv-3.jpg,https://greatify.live/wp-content/uploads/2022/03/samsung-curved-tv2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,697VND,new,published,,
wc_post_id_523,"Sony Xperia Smartwatch","Voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur.",https://greatify.live/wp-content/uploads/2022/03/sony-smartwatch.jpg,https://greatify.live/san-pham/sony-xperia-smartwatch/,"Công nghệ","Greatify",159VND,in stock,wc_post_id_523,https://greatify.live/gio-hang/?add-to-cart=523,"https://greatify.live/wp-content/uploads/2022/03/sony-smartwatch-3.jpg,https://greatify.live/wp-content/uploads/2022/03/sony-smartwatch-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,159VND,new,published,,
wc_post_id_524,"Stylish Brown Top","Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur.",https://greatify.live/wp-content/uploads/2022/03/woman-with-brwon-shirt.jpg,https://greatify.live/san-pham/stylish-brown-top/,"Nữ","Greatify",18VND,in stock,wc_post_id_524,https://greatify.live/gio-hang/?add-to-cart=524,"https://greatify.live/wp-content/uploads/2022/03/woman-with-brwon-shirt-3.jpg,https://greatify.live/wp-content/uploads/2022/03/woman-with-brwon-shirt-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18VND,new,published,,
